1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00122.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00123.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00124.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00125.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00126.png)
1458765934  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00127.png)
1458765934  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00128.png)
1458765934  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00129.png)
1458765934  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00130.png)
1458765934  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00131.png)
1458765934  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00132.png)
1458765934  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00133.png)
1458765934  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00134.png)
1458765934  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00135.png)
1458765934  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00136.png)
